log_id,user_id,tool_id,session_date,session_duration_minutes,prompts_per_session,prompt_category,device_type,satisfaction_score,tokens_used
LOG0015751,USR00985,TOOL004,2024-02-07 00:00:00.000000,67.0,,Text Generation,Tablet,6,2103.0
LOG0016720,USR00521,TOOL005,2024-12-21 00:00:00.000000,3.0,39.0,Video Generation,Mobile,1,7162.0
LOG0001034,USR02108,TOOL002,2024-02-02 00:00:00.000000,90.0,40.0,N/A,Tablet,N/A,3325.0
LOG0008620,USR01655,TOOL003,2024-10-12 00:00:00.000000,120.0,41.0,Other,Tablet,3,7767.0
LOG0004531,USR00099,TOOL003,2024-12-06 00:00:00.000000,27.0,43.0,Productivity,Desktop,4,382.0
LOG0022072,USR99331,TOOL001,2023-12-18 00:00:00.000000,71.0,43.0,Text Generation,Desktop,N/A,4752.0
LOG0002158,USR01474,TOOL012,2025-01-25 00:00:00.000000,74.0,30.0,text generation,Web Browser,6,1312.0
LOG0021208,USR02259,TOOL006,2023-04-26 00:00:00.000000,-29.0,29.0,Productivity,,6,5953.0
LOG0014778,USR01014,TOOL008,2024-12-21 00:00:00.000000,48.0,-4.0,text generation,Other,2,7343.0
LOG0017879,USR00193,TOOL003,2024-01-05 00:00:00.000000,57.0,24.0,Other,N/A,,4370.0
LOG0024087,USR00320,TOOL009,2023-07-12 00:00:00.000000,16.0,32.0,Text Generation,mobile,2,7331.0
LOG0014378,USR01019,TOOL009,2024-06-17 00:00:00.000000,74.0,42.0,Video Generation,Other,5,4443.0
LOG0004828,USR01591,TOOL012,2024-08-15 00:00:00.000000,1.0,42.0,Video Generation,Desktop,3,4170.0
LOG0012265,USR01795,TOOL008,2024-07-07 00:00:00.000000,108.0,44.0,CODE ASSISTANT,Tablet,4,6240.0
LOG0013843,USR02945,TOOL011,2023-10-13 00:00:00.000000,115.0,17.0,Text Generation,mobile,1,3110.0
LOG0022495,USR01500,TOOL001,2024-03-11 00:00:00.000000,46.0,36.0,Text Generation,Web Browser,-1,1862.0
LOG0014413,USR00577,TOOL004,2025-01-01 00:00:00.000000,73.0,10.0,N/A,Web Browser,2,7252.0
LOG0019900,USR01587,TOOL003,2023-12-16 00:00:00.000000,42.0,50.0,Search & Research,,2,5893.0
LOG0024602,USR00166,TOOL006,2024-02-24 00:00:00.000000,10.0,24.0,Other,Mobile,,7442.0
LOG0019338,USR01101,TOOL008,2023-03-26 00:00:00.000000,16.0,27.0,,N/A,N/A,4702.0
LOG0006287,USR00496,TOOL008,2024-08-01 00:00:00.000000,26.0,46.0,CODE ASSISTANT,Other,4,1337.0
LOG0004598,USR00615,TOOL006,2023-11-20 00:00:00.000000,11.0,26.0,Video Generation,,6,450.0
LOG0015338,USR01069,TOOL010,2024-10-27 00:00:00.000000,62.0,,Productivity,Web Browser,5,1614.0
LOG0006072,USR00614,TOOL003,2023-10-14 00:00:00.000000,92.0,4.0,Other,Mobile,,7738.0
LOG0018724,USR02081,TOOL009,2023-06-04 00:00:00.000000,25.0,21.0,Productivity,N/A,-1,2996.0
LOG0020470,USR00345,TOOL007,2023-06-01 00:00:00.000000,61.0,25.0,Productivity,Desktop,N/A,3331.0
LOG0014643,USR01742,TOOL001,2025-01-19 00:00:00.000000,7708.0,46.0,Video Generation,DESKTOP,0,4148.0
LOG0009296,USR02783,TOOL004,2024-10-06 00:00:00.000000,34.0,1.0,Search & Research,tablet,1,
LOG0022166,USR01023,TOOL001,2023-05-06 00:00:00.000000,24.0,16.0,N/A,Web Browser,4,1858.0
LOG0008897,USR01951,TOOL009,2023-09-22 00:00:00.000000,65.0,,Video Generation,mobile,-1,4311.0
LOG0019190,USR00238,TOOL011,2023-09-23 00:00:00.000000,117.0,15.0,Other,Desktop,5,7952.0
LOG0008628,USR02835,TOOL001,2024-02-04 00:00:00.000000,55.0,15.0,,Desktop,N/A,4251.0
LOG0017334,USR02196,TOOL003,2024-02-09 00:00:00.000000,1.0,21.0,text generation,Other,6,5699.0
LOG0024622,USR01842,TOOL005,2023-08-21 00:00:00.000000,73.0,40.0,Code Assistant,DESKTOP,N/A,3622.0
LOG0015035,USR00908,TOOL002,2024-05-09 00:00:00.000000,112.0,10.0,N/A,Tablet,0,1015.0
LOG0010377,USR01635,TOOL002,2024-11-08 00:00:00.000000,102.0,39.0,Other,Desktop,6,2636.0
LOG0018973,USR01737,TOOL011,2023-07-23 00:00:00.000000,106.0,16.0,text generation,Tablet,N/A,6430.0
LOG0020069,USR02466,TOOL011,2026-09-26 02:05:25.352745,34.0,38.0,CODE ASSISTANT,Tablet,-1,7404.0
LOG0006608,USR99295,TOOL001,2023-02-26 00:00:00.000000,92.0,7.0,CODE ASSISTANT,Mobile,N/A,1007.0
LOG0005828,USR00966,TOOL002,2024-04-01 00:00:00.000000,79.0,19.0,N/A,N/A,N/A,440.0
LOG0021191,USR00420,TOOL010,2023-02-15 00:00:00.000000,84.0,46.0,text generation,N/A,2,1694.0
LOG0002005,USR01532,TOOL002,2023-08-03 00:00:00.000000,23.0,21.0,Image Generation,N/A,3,907.0
LOG0015724,USR02359,TOOL005,2024-11-02 00:00:00.000000,104.0,35.0,Text Generation,Mobile,6,5627.0
LOG0024418,USR00988,TOOL003,2023-06-10 00:00:00.000000,62.0,6.0,N/A,Mobile,4,4305.0
LOG0005831,USR02259,TOOL002,2024-11-09 00:00:00.000000,61.0,21.0,CODE ASSISTANT,N/A,,722.0
LOG0012651,USR00242,TOOL001,2024-09-27 00:00:00.000000,5969.0,45.0,Video Generation,tablet,1,577.0
LOG0006441,USR00936,TOOL009,2023-01-05 00:00:00.000000,101.0,14.0,Video Generation,Desktop,6,
LOG0012165,USR00207,TOOL012,2024-04-27 00:00:00.000000,114.0,48.0,Code Assistant,tablet,3,7268.0
LOG0024997,USR02895,TOOL009,2024-07-23 00:00:00.000000,89.0,13.0,Video Generation,Other,6,7918.0
LOG0008253,USR02924,TOOL006,2024-08-05 00:00:00.000000,23.0,17.0,Code Assistant,mobile,3,
LOG0008498,USR01476,TOOL009,2023-02-24 00:00:00.000000,76.0,33.0,Video Generation,DESKTOP,5,2658.0
LOG0013014,USR01656,TOOL003,2023-04-06 00:00:00.000000,63.0,29.0,Other,Other,2,3387.0
LOG0019683,USR02881,TOOL003,2024-03-03 00:00:00.000000,49.0,35.0,Code Assistant,tablet,2,3076.0
LOG0022069,USR02589,TOOL010,2023-09-07 00:00:00.000000,69.0,45.0,Code Assistant,N/A,4,4123.0
LOG0007966,USR01504,TOOL009,2023-07-05 00:00:00.000000,15.0,33.0,Text Generation,Mobile,5,
LOG0021417,USR99141,TOOL006,2026-10-16 02:05:25.362603,42.0,26.0,text generation,tablet,-1,4310.0
LOG0024091,USR01695,TOOL006,2023-04-06 00:00:00.000000,91.0,49.0,Productivity,Mobile,5,7272.0
LOG0007961,USR01341,TOOL003,2024-05-27 00:00:00.000000,91.0,-1.0,text generation,Web Browser,3,5988.0
LOG0018476,USR02808,TOOL009,2023-05-15 00:00:00.000000,90.0,-1.0,CODE ASSISTANT,Web Browser,3,6727.0
LOG0003951,USR02578,TOOL001,2023-07-05 00:00:00.000000,,29.0,text generation,Tablet,4,3208.0
LOG0014657,USR02527,TOOL011,2024-08-05 00:00:00.000000,63.0,50.0,Image Generation,tablet,N/A,
LOG0011892,USR02754,TOOL008,2023-06-24 00:00:00.000000,45.0,11.0,Other,N/A,5,4379.0
LOG0012038,USR01418,TOOL001,2024-02-01 00:00:00.000000,27.0,18.0,,Other,N/A,4151.0
LOG0002723,USR02781,TOOL011,2024-02-19 00:00:00.000000,112.0,6.0,CODE ASSISTANT,mobile,N/A,3884.0
LOG0019498,USR01215,TOOL002,2025-01-30 00:00:00.000000,73.0,16.0,Video Generation,N/A,-1,4177.0
LOG0013554,USR02047,TOOL006,2024-11-28 00:00:00.000000,-4.0,38.0,Image Generation,mobile,0,6505.0
LOG0012620,USR02894,TOOL012,2024-01-31 00:00:00.000000,68.0,44.0,,mobile,2,6521.0
LOG0011719,USR01066,TOOL008,2023-04-22 00:00:00.000000,79.0,25.0,Video Generation,,5,3356.0
LOG0006560,USR00923,TOOL009,2023-11-29 00:00:00.000000,85.0,18.0,Search & Research,tablet,5,2722.0
LOG0011033,USR00299,TOOL001,2024-08-04 00:00:00.000000,-5.0,-1.0,N/A,Other,4,2469.0
LOG0018584,USR01036,TOOL005,2023-02-21 00:00:00.000000,7147.0,49.0,Productivity,Mobile,N/A,1971.0
LOG0005106,USR01647,TOOL012,,51.0,15.0,Productivity,N/A,4,5855.0
LOG0014740,USR00713,TOOL007,2024-11-27 00:00:00.000000,,39.0,,mobile,3,4889.0
LOG0019281,USR02967,TOOL003,2023-11-05 00:00:00.000000,72.0,45.0,Image Generation,Desktop,N/A,6129.0
LOG0008239,USR01743,TOOL004,2023-11-26 00:00:00.000000,110.0,21.0,text generation,Tablet,4,2023.0
LOG0008876,USR02870,TOOL006,2024-12-31 00:00:00.000000,91.0,9.0,Image Generation,Desktop,2,7533.0
LOG0009453,USR01743,TOOL010,2024-02-05 00:00:00.000000,44.0,46.0,,Other,4,6961.0
LOG0008685,USR00206,TOOL011,2023-11-10 00:00:00.000000,12.0,41.0,CODE ASSISTANT,mobile,1,4108.0
LOG0024633,USR00287,TOOL008,2024-08-15 00:00:00.000000,7.0,36.0,,Web Browser,,
LOG0012447,USR00766,TOOL009,2025-01-27 00:00:00.000000,31.0,29.0,Productivity,,5,2619.0
LOG0023946,USR02842,TOOL008,2023-09-23 00:00:00.000000,2.0,15.0,N/A,N/A,3,7994.0
LOG0001143,USR00911,TOOL006,2024-11-25 00:00:00.000000,92.0,,Video Generation,mobile,,1050.0
LOG0015585,USR02372,TOOL004,2024-05-09 00:00:00.000000,-10.0,3.0,Other,mobile,6,312.0
LOG0014506,USR00417,TOOL008,2023-05-19 00:00:00.000000,7834.0,45.0,Search & Research,Desktop,0,1869.0
LOG0003505,USR00217,TOOL012,2023-03-14 00:00:00.000000,72.0,9.0,Image Generation,mobile,,5424.0
LOG0004313,USR01243,TOOL012,2023-09-29 00:00:00.000000,108.0,33.0,Code Assistant,tablet,1,6898.0
LOG0002690,USR02522,TOOL003,2024-10-13 00:00:00.000000,49.0,44.0,Code Assistant,N/A,3,1757.0
LOG0021178,USR01842,TOOL009,2023-11-09 00:00:00.000000,96.0,35.0,Video Generation,Desktop,3,6117.0
LOG0003715,USR00742,TOOL010,2023-02-09 00:00:00.000000,93.0,28.0,Other,Other,4,2902.0
LOG0004939,USR01297,TOOL009,2024-05-09 00:00:00.000000,29.0,11.0,Search & Research,DESKTOP,,7261.0
LOG0019886,USR00093,TOOL008,2024-11-30 00:00:00.000000,31.0,3.0,Video Generation,,4,2544.0
LOG0023973,USR02386,TOOL006,2023-08-06 00:00:00.000000,77.0,45.0,Code Assistant,mobile,-1,1695.0
LOG0000552,USR01420,TOOL008,2023-09-28 00:00:00.000000,52.0,36.0,Text Generation,DESKTOP,6,
LOG0021535,USR01799,TOOL012,2023-07-05 00:00:00.000000,86.0,46.0,Video Generation,Desktop,2,2569.0
LOG0017965,USR01289,TOOL009,2024-04-26 00:00:00.000000,69.0,49.0,CODE ASSISTANT,Web Browser,5,6294.0
LOG0011014,USR02297,TOOL001,2023-05-25 00:00:00.000000,29.0,27.0,text generation,Mobile,5,303.0
LOG0014484,USR00152,TOOL002,2023-07-01 00:00:00.000000,86.0,48.0,N/A,DESKTOP,0,4237.0
LOG0007723,USR00203,TOOL342,2024-09-02 00:00:00.000000,120.0,,Other,,4,7257.0
LOG0023187,USR00319,TOOL003,2024-08-31 00:00:00.000000,110.0,1.0,Text Generation,Other,0,4389.0
LOG0011439,USR00361,TOOL003,2023-04-29 00:00:00.000000,36.0,8.0,,Tablet,-1,775.0
LOG0024258,USR01180,TOOL004,2024-10-03 00:00:00.000000,114.0,17.0,Productivity,Tablet,,6458.0
LOG0018564,USR00271,TOOL004,,19.0,11.0,Code Assistant,Desktop,3,547.0
LOG0007334,USR99123,TOOL005,2023-12-13 00:00:00.000000,95.0,42.0,Image Generation,DESKTOP,6,5195.0
LOG0000883,USR02560,TOOL838,2023-04-26 00:00:00.000000,95.0,25.0,Image Generation,N/A,5,6761.0
LOG0010228,USR01225,TOOL004,2024-08-17 00:00:00.000000,62.0,43.0,Text Generation,Web Browser,5,5388.0
LOG0017769,USR02486,TOOL009,2024-04-02 00:00:00.000000,40.0,2.0,Video Generation,mobile,2,1000.0
LOG0005172,USR02345,TOOL004,2024-12-01 00:00:00.000000,57.0,18.0,Code Assistant,mobile,0,2955.0
LOG0023826,USR01798,TOOL012,2026-08-27 02:05:25.381351,-6.0,32.0,Video Generation,DESKTOP,5,
LOG0011721,USR00357,TOOL008,2024-07-03 00:00:00.000000,5.0,35.0,text generation,tablet,2,4627.0
LOG0002316,USR02694,TOOL008,2024-12-15 00:00:00.000000,8.0,6.0,,N/A,,4821.0
LOG0011539,USR02471,TOOL008,2025-01-11 00:00:00.000000,20.0,45.0,CODE ASSISTANT,Other,0,4135.0
LOG0008878,USR01835,TOOL012,2024-02-14 00:00:00.000000,82.0,1.0,Search & Research,Tablet,3,4070.0
LOG0022193,USR00441,TOOL003,2024-04-23 00:00:00.000000,27.0,29.0,Other,mobile,2,7842.0
LOG0000247,USR02430,TOOL004,2023-10-27 00:00:00.000000,33.0,22.0,CODE ASSISTANT,Desktop,2,2933.0
LOG0024675,USR01489,TOOL009,2023-01-21 00:00:00.000000,24.0,46.0,Code Assistant,N/A,,2988.0
LOG0008790,USR00461,TOOL004,2023-10-12 00:00:00.000000,44.0,16.0,Image Generation,Mobile,1,
LOG0007878,USR00555,TOOL001,2023-06-26 00:00:00.000000,18.0,4.0,Other,tablet,0,3996.0
LOG0000021,USR01071,TOOL012,2024-02-23 00:00:00.000000,34.0,15.0,Other,Other,2,4777.0
LOG0018793,USR00844,TOOL005,2023-05-18 00:00:00.000000,100.0,17.0,Search & Research,Desktop,3,3939.0
LOG0007394,USR00626,TOOL005,2026-06-07 02:05:25.256020,85.0,23.0,N/A,Tablet,,1153.0
LOG0005407,USR02428,TOOL003,2023-03-27 00:00:00.000000,96.0,9.0,Image Generation,mobile,6,
LOG0007624,USR01989,TOOL011,2023-10-25 00:00:00.000000,92.0,14.0,text generation,Tablet,N/A,658.0
LOG0012026,USR00058,TOOL008,2024-09-10 00:00:00.000000,106.0,42.0,Other,N/A,4,
LOG0021522,USR02644,TOOL006,2024-02-28 00:00:00.000000,10.0,44.0,N/A,DESKTOP,N/A,3001.0
LOG0008044,USR00795,TOOL010,2023-07-15 00:00:00.000000,34.0,9.0,Search & Research,Mobile,5,6705.0
LOG0012460,USR02451,TOOL010,2024-03-13 00:00:00.000000,107.0,49.0,Video Generation,Tablet,3,422.0
LOG0005177,USR01545,TOOL006,2023-08-02 00:00:00.000000,38.0,33.0,Image Generation,DESKTOP,,173.0
LOG0023736,USR02850,TOOL002,2023-04-29 00:00:00.000000,57.0,43.0,Code Assistant,N/A,1,3660.0
LOG0019695,USR02427,TOOL008,2024-01-22 00:00:00.000000,116.0,50.0,Search & Research,,,6028.0
LOG0015483,USR02859,TOOL001,2026-10-18 02:05:25.318373,60.0,2.0,Image Generation,,0,5105.0
LOG0018057,USR02769,TOOL011,2024-07-26 00:00:00.000000,10.0,6.0,text generation,,1,605.0
LOG0024966,USR00539,TOOL005,2026-09-13 02:05:25.389739,36.0,43.0,Video Generation,tablet,0,6814.0
LOG0009798,USR02398,TOOL003,2024-05-18 00:00:00.000000,101.0,14.0,Search & Research,Tablet,N/A,7653.0
LOG0007724,USR00980,TOOL008,2024-12-13 00:00:00.000000,110.0,50.0,Text Generation,Mobile,4,266.0
LOG0020926,USR02421,TOOL007,2024-07-12 00:00:00.000000,120.0,3.0,Image Generation,Web Browser,-1,106.0
LOG0012084,USR01532,TOOL003,2025-01-11 00:00:00.000000,51.0,12.0,,Mobile,1,889.0
LOG0014837,USR00668,TOOL005,2024-08-27 00:00:00.000000,96.0,31.0,Text Generation,N/A,2,1973.0
LOG0003255,USR01323,TOOL004,2024-05-01 00:00:00.000000,3.0,38.0,text generation,N/A,2,5053.0
LOG0002332,USR01285,TOOL004,2023-07-23 00:00:00.000000,88.0,40.0,Image Generation,,3,1715.0
LOG0007845,USR01373,TOOL010,2023-04-29 00:00:00.000000,-15.0,18.0,Code Assistant,mobile,0,6203.0
LOG0021864,USR00728,TOOL003,2024-11-30 00:00:00.000000,68.0,19.0,Search & Research,,6,2371.0
LOG0005478,USR00286,TOOL002,2023-04-09 00:00:00.000000,31.0,40.0,,Mobile,2,6582.0
LOG0008969,USR02873,TOOL011,2024-06-01 00:00:00.000000,3.0,43.0,Video Generation,Tablet,5,3084.0
LOG0001471,USR02263,TOOL005,2023-12-07 00:00:00.000000,91.0,,Image Generation,Desktop,N/A,5249.0
LOG0009615,USR02196,TOOL002,2023-01-09 00:00:00.000000,4.0,,CODE ASSISTANT,Web Browser,0,3065.0
LOG0021303,USR01045,TOOL006,2024-01-08 00:00:00.000000,67.0,45.0,Text Generation,Mobile,2,7000.0
LOG0023194,USR02954,TOOL004,2024-03-26 00:00:00.000000,43.0,16.0,Search & Research,mobile,6,601.0
LOG0023031,USR02287,TOOL007,2023-02-23 00:00:00.000000,21.0,24.0,Code Assistant,Other,5,1552.0
LOG0023948,USR01860,TOOL006,2023-02-04 00:00:00.000000,17.0,23.0,Video Generation,Web Browser,,1793.0
LOG0007440,USR02704,TOOL007,2024-09-23 00:00:00.000000,86.0,47.0,Search & Research,Other,1,5949.0
LOG0006975,USR99147,TOOL006,2023-09-16 00:00:00.000000,18.0,47.0,Video Generation,DESKTOP,0,3985.0
LOG0001545,USR01187,TOOL008,2024-12-29 00:00:00.000000,26.0,30.0,Other,DESKTOP,-1,3148.0
LOG0012169,USR01558,TOOL009,2024-09-05 00:00:00.000000,63.0,20.0,Image Generation,tablet,5,
LOG0013257,USR02853,TOOL011,2023-04-14 00:00:00.000000,80.0,4.0,,Web Browser,-1,1741.0
LOG0012775,USR02311,TOOL002,2024-04-24 00:00:00.000000,52.0,16.0,,Desktop,6,6719.0
LOG0013647,USR02985,TOOL002,2024-10-06 00:00:00.000000,90.0,37.0,Video Generation,mobile,N/A,7360.0
LOG0003619,USR01397,TOOL001,2024-08-28 00:00:00.000000,18.0,27.0,N/A,Mobile,,1287.0
LOG0006556,USR01288,TOOL011,2023-01-27 00:00:00.000000,7.0,34.0,Other,mobile,6,5227.0
LOG0005978,USR02248,TOOL001,2023-02-22 00:00:00.000000,99.0,44.0,text generation,Mobile,5,6208.0
LOG0011286,USR01090,TOOL008,2024-03-08 00:00:00.000000,23.0,47.0,Image Generation,Mobile,-1,3951.0
LOG0003641,USR01552,TOOL012,2024-12-20 00:00:00.000000,19.0,24.0,N/A,Web Browser,-1,593.0
LOG0008640,USR01391,TOOL003,2024-03-25 00:00:00.000000,-10.0,13.0,Image Generation,Mobile,-1,7458.0
LOG0002413,USR00781,TOOL003,2024-05-15 00:00:00.000000,71.0,10.0,N/A,mobile,6,2461.0
LOG0017812,USR01088,TOOL011,2024-10-09 00:00:00.000000,32.0,29.0,Image Generation,DESKTOP,,4287.0
LOG0011112,USR01768,TOOL003,2024-09-03 00:00:00.000000,94.0,48.0,Code Assistant,DESKTOP,,4914.0
LOG0016924,USR01012,TOOL008,2024-05-07 00:00:00.000000,,20.0,text generation,Tablet,1,3168.0
LOG0017151,USR02269,TOOL002,2024-01-20 00:00:00.000000,109.0,17.0,Video Generation,,5,6575.0
LOG0017750,USR02443,TOOL001,2024-11-14 00:00:00.000000,14.0,44.0,text generation,Mobile,5,4790.0
LOG0023556,USR00671,TOOL663,2023-12-23 00:00:00.000000,11.0,,Text Generation,Web Browser,N/A,6229.0
LOG0016413,USR02234,TOOL009,2024-10-20 00:00:00.000000,,26.0,Search & Research,Desktop,4,6428.0
LOG0011663,USR02604,TOOL010,2024-07-20 00:00:00.000000,41.0,40.0,Image Generation,mobile,5,5733.0
LOG0001840,USR02648,TOOL003,2024-03-01 00:00:00.000000,63.0,-2.0,N/A,tablet,3,303.0
LOG0000036,USR00204,TOOL001,2024-07-23 00:00:00.000000,101.0,29.0,Video Generation,tablet,N/A,2953.0
LOG0004746,USR01159,TOOL004,2026-08-03 02:05:25.236221,36.0,5.0,Search & Research,Web Browser,3,7763.0
LOG0020105,USR02763,TOOL012,2023-11-22 00:00:00.000000,,14.0,CODE ASSISTANT,Tablet,5,6473.0
LOG0005216,USR02305,TOOL006,2024-09-17 00:00:00.000000,85.0,15.0,,Mobile,5,3559.0
LOG0007243,USR00909,TOOL011,2024-08-10 00:00:00.000000,99.0,25.0,text generation,Desktop,2,4799.0
LOG0013638,USR00046,TOOL001,2026-08-12 02:05:25.303651,64.0,48.0,CODE ASSISTANT,tablet,,2820.0
LOG0001606,USR01050,TOOL008,2023-09-11 00:00:00.000000,25.0,44.0,CODE ASSISTANT,Web Browser,2,815.0
LOG0020078,USR01967,TOOL002,2023-02-14 00:00:00.000000,54.0,25.0,Code Assistant,Mobile,3,7010.0
LOG0005550,USR02999,TOOL001,2023-10-18 00:00:00.000000,37.0,16.0,CODE ASSISTANT,,1,4481.0
LOG0003471,USR01568,TOOL003,2023-01-03 00:00:00.000000,109.0,21.0,N/A,Web Browser,3,6473.0
LOG0008033,USR01196,TOOL003,2023-05-19 00:00:00.000000,65.0,2.0,N/A,DESKTOP,N/A,1349.0
LOG0015307,USR02173,TOOL010,2024-12-24 00:00:00.000000,70.0,37.0,Other,tablet,5,3254.0
LOG0013842,USR00706,TOOL002,2023-11-04 00:00:00.000000,112.0,33.0,Image Generation,mobile,0,6826.0
LOG0002591,USR01535,TOOL007,2024-09-14 00:00:00.000000,15.0,43.0,Other,,5,1950.0
LOG0015073,USR01638,TOOL012,2024-11-18 00:00:00.000000,91.0,47.0,Image Generation,N/A,3,5972.0
LOG0004658,USR02375,TOOL008,2024-04-01 00:00:00.000000,11.0,41.0,CODE ASSISTANT,Tablet,3,5327.0
LOG0001317,USR00471,TOOL008,2025-01-30 00:00:00.000000,96.0,45.0,Other,Desktop,1,4606.0
LOG0019924,USR02965,TOOL002,2024-05-04 00:00:00.000000,11.0,36.0,Video Generation,Mobile,4,198.0
LOG0020187,USR00283,TOOL001,2023-12-20 00:00:00.000000,109.0,18.0,text generation,Other,2,760.0
LOG0017148,USR00896,TOOL007,2024-02-09 00:00:00.000000,75.0,33.0,text generation,N/A,3,5512.0
LOG0012837,USR01277,TOOL002,2024-04-28 00:00:00.000000,72.0,8.0,Video Generation,Other,-1,3471.0
LOG0003012,USR02328,TOOL011,2024-08-27 00:00:00.000000,40.0,29.0,,tablet,,6664.0
LOG0013317,USR01880,TOOL009,2024-11-17 00:00:00.000000,73.0,26.0,Search & Research,Tablet,0,6091.0
LOG0006973,USR01267,TOOL001,2024-06-15 00:00:00.000000,78.0,,Productivity,Mobile,,1834.0
LOG0005426,USR02722,TOOL011,2024-06-22 00:00:00.000000,70.0,37.0,Code Assistant,DESKTOP,0,833.0
LOG0004053,USR00716,TOOL001,2024-07-07 00:00:00.000000,62.0,29.0,Productivity,DESKTOP,,3200.0
LOG0020900,USR00235,TOOL012,2024-10-16 00:00:00.000000,81.0,37.0,,mobile,N/A,4447.0
LOG0008937,USR01789,TOOL012,2023-12-18 00:00:00.000000,41.0,37.0,Search & Research,N/A,1,5551.0
LOG0019374,USR00633,TOOL002,2023-08-10 00:00:00.000000,2.0,38.0,Image Generation,,4,7853.0
LOG0013542,USR01263,TOOL003,2023-05-18 00:00:00.000000,97.0,2.0,Image Generation,Mobile,2,4210.0
LOG0001246,USR02316,TOOL002,2023-06-05 00:00:00.000000,10.0,47.0,Search & Research,mobile,0,3209.0
LOG0010434,USR02984,TOOL008,2023-03-05 00:00:00.000000,51.0,31.0,Productivity,Web Browser,0,4540.0
LOG0010372,USR02280,TOOL003,2023-04-12 00:00:00.000000,66.0,33.0,Other,tablet,0,1196.0
LOG0015601,USR01440,TOOL009,2024-01-25 00:00:00.000000,5.0,5.0,text generation,Tablet,5,2315.0
LOG0018874,USR99836,TOOL001,2024-04-22 00:00:00.000000,36.0,10.0,Other,N/A,2,5651.0
LOG0022497,USR01349,TOOL003,2024-04-20 00:00:00.000000,70.0,1.0,Video Generation,,1,3401.0
LOG0008471,USR01780,TOOL012,2026-07-25 02:05:25.264457,-20.0,18.0,Search & Research,Tablet,6,3682.0
LOG0004517,USR01759,TOOL007,2024-05-06 00:00:00.000000,37.0,12.0,Image Generation,mobile,3,6548.0
LOG0013899,USR02731,TOOL012,2024-10-08 00:00:00.000000,27.0,15.0,text generation,Desktop,0,
LOG0016951,USR00503,TOOL001,2023-08-22 00:00:00.000000,29.0,28.0,Text Generation,Mobile,N/A,3888.0
LOG0001705,USR01047,TOOL011,2024-04-27 00:00:00.000000,24.0,41.0,Search & Research,tablet,-1,3700.0
LOG0013805,USR02484,TOOL003,2024-09-15 00:00:00.000000,82.0,44.0,Code Assistant,Desktop,3,3344.0
LOG0001530,USR02843,TOOL011,2024-10-12 00:00:00.000000,,30.0,Code Assistant,Tablet,0,6446.0
LOG0003102,USR00527,TOOL011,2023-08-02 00:00:00.000000,1.0,40.0,,Tablet,N/A,3079.0
LOG0023624,USR02963,TOOL003,2024-09-08 00:00:00.000000,22.0,43.0,,Desktop,5,2038.0
LOG0011384,USR00149,TOOL003,2023-01-27 00:00:00.000000,101.0,14.0,Video Generation,N/A,,1280.0
LOG0004323,USR00874,TOOL008,2023-05-04 00:00:00.000000,112.0,33.0,Video Generation,N/A,5,2346.0
LOG0016324,USR99504,TOOL010,2024-11-28 00:00:00.000000,115.0,48.0,Productivity,Tablet,3,1761.0
LOG0003389,USR00775,TOOL009,2024-06-06 00:00:00.000000,113.0,2.0,,N/A,6,4394.0
LOG0008826,USR02431,TOOL005,2023-11-17 00:00:00.000000,63.0,29.0,Video Generation,DESKTOP,1,290.0
LOG0004944,USR01462,TOOL004,2023-07-04 00:00:00.000000,9.0,20.0,Image Generation,mobile,4,4643.0
LOG0019624,USR00358,TOOL012,2023-08-14 00:00:00.000000,91.0,34.0,Image Generation,Web Browser,N/A,2773.0
LOG0006892,USR00274,TOOL003,2023-09-26 00:00:00.000000,65.0,-5.0,N/A,Desktop,5,1243.0
LOG0007967,USR01538,TOOL001,2024-03-05 00:00:00.000000,36.0,2.0,,Other,1,4110.0
LOG0002747,USR00947,TOOL002,2023-07-14 00:00:00.000000,34.0,30.0,Video Generation,Web Browser,6,1965.0
LOG0019786,USR00638,TOOL007,2023-08-02 00:00:00.000000,76.0,42.0,Code Assistant,Mobile,-1,5175.0
LOG0023766,USR00223,TOOL007,2024-01-12 00:00:00.000000,111.0,18.0,Search & Research,Desktop,5,863.0
LOG0020378,USR01417,TOOL010,2023-08-03 00:00:00.000000,17.0,-4.0,CODE ASSISTANT,Mobile,6,253.0
LOG0023528,USR02167,TOOL011,2023-10-16 00:00:00.000000,17.0,10.0,text generation,Mobile,,857.0
LOG0023835,USR00603,TOOL009,2024-10-08 00:00:00.000000,36.0,42.0,Code Assistant,Web Browser,6,2815.0
LOG0022329,USR02162,TOOL012,2023-03-13 00:00:00.000000,110.0,44.0,Search & Research,mobile,4,2908.0
LOG0002526,USR00612,TOOL001,2024-11-07 00:00:00.000000,27.0,1.0,Code Assistant,tablet,3,4979.0
LOG0014972,USR02971,TOOL001,2024-02-25 00:00:00.000000,45.0,7.0,CODE ASSISTANT,Mobile,2,3494.0
LOG0011144,USR02458,TOOL003,2024-09-20 00:00:00.000000,46.0,26.0,Other,Other,0,1270.0
LOG0012293,USR01032,TOOL005,,6.0,11.0,N/A,N/A,,7124.0
LOG0023455,USR02353,TOOL003,2024-06-29 00:00:00.000000,8.0,33.0,Text Generation,Desktop,N/A,2487.0
